location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,intervention_raw
Mandela Pkwy between 13th and 14th,D3,High,"November 29, 2021","November 30, 2021",2021-11-29,2021-11-30,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,True,,intersection,"Mandela Parkway between 13th and 14th, Oakland, CA",,,,Closure with AA
13th St between Center and Mandela Pkwy,D3,High,"November 29, 2021","November 30, 2021",2021-11-29,2021-11-30,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,True,,named_place,"13th Street between Center and Mandela Parkway, Oakland, CA",,,,Closure with AA
Center St between 13th St and 14th St,D3,High,"November 29, 2021","November 30, 2021",2021-11-29,2021-11-30,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,True,,named_place,"Center Street between 13th Street and 14th Street, Oakland, CA",,,,Closure with AA
"Cypress Freeway Memorial Park (FS3), 1301 Mandela Pkwy",D3,High,"November 29, 2021","November 30, 2021",2021-11-29,2021-11-30,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,True,,named_place,"Cypress Freeway Memorial Park (FS3), 1301 Mandela Parkway, Oakland, CA",37.8199,-122.2891,known_place_lookup,Closure with AA
E 12th Remainder Parcel: Adjacent to LML,D2,High,"November 22, 2021","November 23, 2021",2021-11-22,2021-11-23,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,named_place,"E 12th Remainder Parcel, Oakland, CA",,,,Closure
12th Street Estuary/Rear of Dewey High School,D2,High,"November 22, 2021","November 23, 2021",2021-11-22,2021-11-23,1,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,named_place,"12th Street Estuary, Oakland, CA",,,,Closure
Bancroft Ave & Ritchie St: 2507 Ritchie Street,D6,High,"November 18, 2021","November 18, 2021",2021-11-18,2021-11-18,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Bancroft Avenue & Ritchie Street, Oakland, CA",,,,Closure
Edes Ave between 98th Ave and Douglas Ave: 9910 Edes,D7,High,"November 17, 2021","November 17, 2021",2021-11-17,2021-11-17,0,2021,11,2021-11,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,,intersection,"Edes Avenue between 98th Avenue and Douglas Avenue, Oakland, CA",,,,Partial Closure & Deep Cleaning
34th & Elm,D3,High,"November 16, 2021","November 16, 2021",2021-11-16,2021-11-16,0,2021,11,2021-11,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"34th & Elm, Oakland, CA",,,,Deep Cleaning
Harrison St between Stanley Pl and Pearl St,D3,High,"November 15, 2021","November 15, 2021",2021-11-15,2021-11-15,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Harrison Street between Stanley Place and Pearl Street, Oakland, CA",,,,Closure
10th Street between Jefferson St and MLK,D3,High,"November 15, 2021","November 15, 2021",2021-11-15,2021-11-15,0,2021,11,2021-11,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"10th Street between Jefferson Street and Martin Luther King Jr Boulevard, Oakland, CA",,,,Deep Cleaning
Lafayette Square Park,D3,High,"November 15, 2021","November 15, 2021",2021-11-15,2021-11-15,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,Closure
Wood St between 24th St and 26th St,D3,High,"November 08, 2021","November 10, 2021",2021-11-08,2021-11-10,2,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Wood Street between 24th Street and 26th Street, Oakland, CA",,,,Closure
Wood St between W Grand Ave and 24th St,D3,High,"November 08, 2021","November 10, 2021",2021-11-08,2021-11-10,2,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Wood Street between West Grand Avenue and 24th Street, Oakland, CA",,,,Closure
2121 E. 12th /2199 E.12th/@23rd Bridge,D2,High,"November 04, 2021","November 04, 2021",2021-11-04,2021-11-04,0,2021,11,2021-11,pre_grants_pass,Deep Cleaning,,False,False,False,False,,address,"2121 East 12th, Oakland, CA",,,,Deep Cleaning
City Lot - Foothill Blvd between 67th Avenue and 68th Avenue,D5,High,"November 04, 2021","November 04, 2021",2021-11-04,2021-11-04,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,named_place,"City Lot - Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,,Closure
Foothill Blvd between 67th Avenue and 68th Avenue,D6,High,"November 03, 2021","November 03, 2021",2021-11-03,2021-11-03,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,,Closure
29th Avenue between E. 7th and Chapman,D5,High,"November 02, 2021","November 02, 2021",2021-11-02,2021-11-02,0,2021,11,2021-11,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,east side; west side,intersection,"29th Avenue between East 7th and Chapman, Oakland, CA",,,,Closure (East Side) and Deep Clean (West Side)
27th St. between Northgate south/north on the Northside of the street,D3,Low,"November 01, 2021","November 01, 2021",2021-11-01,2021-11-01,0,2021,11,2021-11,pre_grants_pass,Closure,,False,False,False,False,both sides,intersection,"27th Street. between Northgate south, Oakland, CA",,,,Closure both sides of the street
Dover street between 46th St. and 47th St.,D1,High,"November 01, 2021","November 01, 2021",2021-11-01,2021-11-01,0,2021,11,2021-11,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Dover street between 46th Street. and 47th Street, Oakland, CA",,,,Deep Cleaning
35th St between Magnolia and Adeline St,D3,High,"October 28, 2021","October 28, 2021",2021-10-28,2021-10-28,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,intersection,"35th Street between Magnolia and Adeline Street, Oakland, CA",,,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"October 27, 2021","October 27, 2021",2021-10-27,2021-10-27,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
San Pablo Ave between W Grand Ave & MLK,D3,High,"October 27, 2021","October 27, 2021",2021-10-27,2021-10-27,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
Webster St between 5th St and 6th St,D3,High,"October 27, 2021","October 27, 2021",2021-10-27,2021-10-27,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Webster Street between 5th Street and 6th Street, Oakland, CA",,,,Closure
MLK between San Pablo Ave & W Grand Ave,D3,High,"October 27, 2021","October 27, 2021",2021-10-27,2021-10-27,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between San Pablo Avenue & West Grand Avenue, Oakland, CA",,,,Closure
30th St. between MLK and Telegraph,D3,Low,"October 26, 2021","October 26, 2021",2021-10-26,2021-10-26,0,2021,10,2021-10,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,north side; south side,intersection,"30th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",,,,Deep Clean (South Side) Closure (North Side)
Downtown Oakland Senior Center,D3,High,"October 25, 2021","October 25, 2021",2021-10-25,2021-10-25,0,2021,10,2021-10,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,,named_place,Downtown Oakland Senior Center,,,,Deep Cleaning at the side of porta-potty and Closure at Bay Place
Independent Loop,D6,High,"October 21, 2021","October 21, 2021",2021-10-21,2021-10-21,0,2021,10,2021-10,pre_grants_pass,Deep Cleaning,,False,False,False,True,,named_place,"Independent Loop, Oakland, CA",,,,Deep Cleaning with AA at 500 Independent Road @ 66th Ave on-ramp to 880 / Independent Loop
MLK between 35th St and 36th St,D3,Low,"October 20, 2021","October 20, 2021",2021-10-20,2021-10-20,0,2021,10,2021-10,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,eastside; westside,intersection,"Martin Luther King Jr Boulevard between 35th Street and 36th Street, Oakland, CA",,,,Deep Clean (Westside) and Closure (Eastside)
West between 35th and 36th St,D3,Low,"October 19, 2021","October 19, 2021",2021-10-19,2021-10-19,0,2021,10,2021-10,pre_grants_pass,Closure,Deep Cleaning,True,False,False,True,east side; west side,intersection,"West between 35th and 36th Street, Oakland, CA",,,,"Deep Clean East side, Closure of West side.  AA lead"
6th St between Brush St and Castro St,D3,Low,"October 18, 2021","October 18, 2021",2021-10-18,2021-10-18,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,True,,intersection,"6th Street between Brush Street and Castro Street, Oakland, CA",,,,Closure. Lead AA: 6th Street & Brush Street
Santa Clara between Harrison St and Kepmton Way,D3,High,"October 14, 2021","October 15, 2021",2021-10-14,2021-10-15,1,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Santa Clara between Harrison Street and Kepmton Way, Oakland, CA",,,,Closure
Walkway behind Piedmont Place Hotel,D1,High,"October 14, 2021","October 15, 2021",2021-10-14,2021-10-15,1,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Walkway behind Piedmont Place Hotel, Oakland, CA",,,,Closure
E Street & 100th Avenue,D7,High,"October 13, 2021","October 13, 2021",2021-10-13,2021-10-13,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,named_place,"East Street & 100th Avenue, Oakland, CA",,,,Closure
Knight Street between Douglas Avenue and Gramercy Place,D7,High,"October 12, 2021","October 12, 2021",2021-10-12,2021-10-12,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,True,,intersection,"Knight Street between Douglas Avenue and Gramercy Place, Oakland, CA",,,,Closure with AA
Lake Merritt: Dock at 150 Lakeside Dr/ Lakeside/19th/Madison,D3,High,"October 11, 2021","October 11, 2021",2021-10-11,2021-10-11,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Lake Merritt, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure
Frog Park the pathway between Clifton and Cavour,D1,High,"October 07, 2021","October 07, 2021",2021-10-07,2021-10-07,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,pathway,named_place,"Frog Park the pathway between Clifton and Cavour, Oakland, CA",,,,Closure AT Frog Park - Pathway
668 27th St/ MLK and 27th,D3,Low,"October 07, 2021","October 07, 2021",2021-10-07,2021-10-07,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,True,False,,address,"668 27th Street, Oakland, CA",,,,(Self Closure)
San Leandro Street between Seminary & 66th Avenue,D6,High,"October 05, 2021","October 06, 2021",2021-10-05,2021-10-06,1,2021,10,2021-10,pre_grants_pass,Deep Cleaning,,False,False,False,True,,intersection,"San Leandro Street between Seminary & 66th Avenue, Oakland, CA",,,,Deep Cleaning with AA
E. 12th Median : 14th Ave to 18th Ave,D2,High,"October 04, 2021","October 04, 2021",2021-10-04,2021-10-04,0,2021,10,2021-10,pre_grants_pass,Closure,,False,False,False,False,,named_place,"East 12th Median, Oakland, CA",,,,Closure
5840 Harmon Avenue,D6,High,"September 30, 2021","September 30, 2021",2021-09-30,2021-09-30,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,address,"5840 Harmon Avenue, Oakland, CA",,,,Closure
San Leandro Street between Seminary & 66th Avenue,D6,High,"September 29, 2021","September 29, 2021",2021-09-29,2021-09-29,0,2021,9,2021-09,pre_grants_pass,Deep Cleaning,,False,True,False,False,,intersection,"San Leandro Street between Seminary & 66th Avenue, Oakland, CA",,,,Deep Cleaning (UNABLE TO BE EXECUTED)
Bancroft Ave between 55th Ave and Hilton St,D6,High,"September 29, 2021","September 29, 2021",2021-09-29,2021-09-29,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,True,,intersection,"Bancroft Avenue between 55th Avenue and Hilton Street, Oakland, CA",,,,Closure with AA
Bancroft Avenue between 42nd Avenue & High Street,D5,Low,"September 28, 2021","September 28, 2021",2021-09-28,2021-09-28,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,True,,intersection,"Bancroft Avenue between 42nd Avenue & High Street, Oakland, CA",,,,Closure with AA
International Blvd between 96th Ave and 97th Ave,D7,High,"September 27, 2021","September 27, 2021",2021-09-27,2021-09-27,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,intersection,"International Boulevard between 96th Avenue and 97th Avenue, Oakland, CA",,,,Closure
Embarcadero between Dennison & Livingston,D5,High,"September 23, 2021","September 24, 2021",2021-09-23,2021-09-24,1,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Embarcadero between Dennison & Livingston, Oakland, CA",,,,Closure
Santa Clara between Harrison St and Kepmton Way,D3,High,"September 21, 2021","September 22, 2021",2021-09-21,2021-09-22,1,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Santa Clara between Harrison Street and Kepmton Way, Oakland, CA",,,,Closure
56th & Telegraph,D1,Low,"September 20, 2021","September 20, 2021",2021-09-20,2021-09-20,0,2021,9,2021-09,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"56th & Telegraph, Oakland, CA",,,,Deep Cleaning
16th Street between MLK and Castro,D3,High,"September 16, 2021","September 16, 2021",2021-09-16,2021-09-16,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,intersection,"16th Street between Martin Luther King Jr Boulevard and Castro, Oakland, CA",,,,Closure
Downtown Oakland Senior Center,D3,High,"September 16, 2021","September 16, 2021",2021-09-16,2021-09-16,0,2021,9,2021-09,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,Downtown Oakland Senior Center,,,,Partial Closure at for 200 Grand Ave./ Senior Center / Downtown Oakland Senior Bay Place Side
Franklin St & 6th St,D3,High,"September 15, 2021","September 15, 2021",2021-09-15,2021-09-15,0,2021,9,2021-09,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Franklin Street & 6th Street, Oakland, CA",,,,Deep Cleaning
Athol Plaza Park,D2,High,"September 13, 2021","September 15, 2021",2021-09-13,2021-09-15,2,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Athol Plaza Park, Oakland, CA",,,,Closure
5920 San Pablo / 59th�Street & San Pablo Ave�,D1,High,"September 08, 2021","September 08, 2021",2021-09-08,2021-09-08,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,address,"5920 San Pablo, Oakland, CA",,,,Closure
Miles Ave between Presley Way and College Ave,D1,High,"September 07, 2021","September 07, 2021",2021-09-07,2021-09-07,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,intersection,"Miles Avenue between Presley Way and College Avenue, Oakland, CA",,,,Closure
Frank Ogawa Plaza,D3,High,"September 02, 2021","September 02, 2021",2021-09-02,2021-09-02,0,2021,9,2021-09,pre_grants_pass,Closure,,False,False,False,False,,named_place,"Frank Ogawa Plaza, Oakland, CA",,,,Closure
84th Avenue & International,D7,High,"September 01, 2021","September 01, 2021",2021-09-01,2021-09-01,0,2021,9,2021-09,pre_grants_pass,Deep Cleaning,,False,False,False,False,half block,named_place,"84th Avenue & International Boulevard, Oakland, CA",,,,Deep Cleaning (half block)
23rd�St. between MLK and San Pablo,D3,High,"August 31, 2021","August 31, 2021",2021-08-31,2021-08-31,0,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,,intersection,"23rd�Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",,,,Closure
Lafayette Square Park,D3,High,"August 31, 2021","August 31, 2021",2021-08-31,2021-08-31,0,2021,8,2021-08,pre_grants_pass,Partial Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,Partial Closure
10th Street between Jefferson St and MLK,D3,High,"August 31, 2021","August 31, 2021",2021-08-31,2021-08-31,0,2021,8,2021-08,pre_grants_pass,Partial Closure,,False,False,False,False,,intersection,"10th Street between Jefferson Street and Martin Luther King Jr Boulevard, Oakland, CA",,,,Partial Closure
Lakeside Recycling: 77th & Hawley,D7,Low,"August 30, 2021","August 30, 2021",2021-08-30,2021-08-30,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,named_place,"Lakeside Recycling, Oakland, CA",,,,Deep Cleaning/ K-Rails Enforcement
High St  Safe Parking along Alameda Ave,D5,High,"August 25, 2021","August 26, 2021",2021-08-25,2021-08-26,1,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,,named_place,"High Street Safe Parking along Alameda Avenue, Oakland, CA",,,,Closure
East 8th Cul De Sac,D5,High,"August 25, 2021","August 26, 2021",2021-08-25,2021-08-26,1,2021,8,2021-08,pre_grants_pass,Closure,,False,False,False,False,,named_place,"East 8th Cul De Sac, Oakland, CA",,,,Closure
Alameda Avenue between High St and E 8th St,D5,High,"August 24, 2021","August 24, 2021",2021-08-24,2021-08-24,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Alameda Avenue between High Street and E 8th Street, Oakland, CA",,,,Deep Cleaning
Alameda Avenue from Howard Street to Fruitvale Ave,D5,High,"August 24, 2021","August 24, 2021",2021-08-24,2021-08-24,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Alameda Avenue from Howard Street to Fruitvale Avenue, Oakland, CA",,,,Deep Cleaning
Alameda Avenue between E 8th St and Howard St,D5,High,"August 24, 2021","August 24, 2021",2021-08-24,2021-08-24,0,2021,8,2021-08,pre_grants_pass,Deep Cleaning,,False,False,False,False,,intersection,"Alameda Avenue between E 8th Street and Howard Street, Oakland, CA",,,,Deep Cleaning
30th St. between MLK and Telegraph,D3,Low,"August 23, 2021","August 23, 2021",2021-08-23,2021-08-23,0,2021,8,2021-08,pre_grants_pass,Closure,Deep Cleaning,True,False,False,False,north side; south side,intersection,"30th Street. between Martin Luther King Jr Boulevard and Telegraph, Oakland, CA",,,,Deep Clean (South Side) Closure (North Side)
